公司代码,年度,被购买方名称,股权取得时点,股权取得成本,股权取得比例,股权取得方式,购买日,购买日的确定依据,购买日至期末被购买方的收入,购买日至期末被购买方的净利润
2124,2015,浙江同点生物科技有限公司,2015.7.28,9750000,100,股权收购,2015.7.28,股权收购款已支付，工商变更完毕,450852.96,-192426.9
2123,2015,梦网科技,2015.8.28,2905000000,100,现金及股份,2015.8.28,实质控制,400565613.15,86426469.55
2121,2015,托克逊县东丰有限公司,2015.5.5,332500,95,收购,2015.5.5,达到控制条件，已拥有与股权相关的报酬和风险,0,-69849.4
2121,2015,深圳芯珑电子技术有限公司,2015.11.20,531000000,100,收购,2015.11.20,达到控制条件，已拥有与股权相关的报酬和风险,12976458.24,5680759.36
2121,2015,四川锐南电子建设工程有限公司,2015.6.17,22550175,100,收购,2015.6.17,达到控制条件，已拥有与股权相关的报酬和风险,30489000,457892.08
2121,2015,绿源新能源汽车发展有限公司,2015.7.15,60000000,55,增资,2015.7.15,达到控制条件，已拥有与股权相关的报酬和风险,5078436.72,-2766724.38
2121,2015,宜兴市同德能源科技有限公司,2015.6.25,0,100,收购,2015.6.25,达到控制条件，已拥有与股权相关的报酬和风险,0,-19912.45
2121,2015,杭锦后旗国电光伏电有限公司,2015.4.21,43200000,80,收购,2015.4.21,达到控制条件，已拥有与股权相关的报酬和风险,44395307.68,19256793.98
2121,2015,河北子德新能源开发有限公司,2015.6.11,0,100,收购,2015.6.11,达到控制条件，已拥有与股权相关的报酬和风险,0,-18264.77
2121,2015,中核国缆新能源有限公司,2015.9.10,60000000,60,收购,2015.9.10,达到控制条件，已拥有与股权相关的报酬和风险,0,-14719.64
2121,2015,百年金海科技有限公司,2015.11.24,388800000,100,收购,2015.11.24,达到控制条件，已拥有与股权相关的报酬和风险,72207519.79,14141042.34
2121,2014,格尔木特变电工新能源有限责任公司,2014.6.16,10000000,100,收购,2014.6.16,达到控制条件,16346270.99,11144980.36
2121,2014,润峰格尔木电力有限公司,2014.3.26,7698600,100,收购,2014.3.26,达到控制条件,8326174.29,1907761.91
2121,2015,哈密市锦城新能源有限公司,2015.12.30,40000000,100,收购,2015.12.30,达到控制条件，已拥有与股权相关的报酬和风险,0,0
2121,2015,墨玉县新特汇能光伏发电有限责任公司,2015.12.30,38000000,100,收购,2015.12.30,达到控制条件，已拥有与股权相关的报酬和风险,0,0
2121,2015,库尔勒新特汇能能源有限公司,2015.12.30,38000000,100,收购,2015.12.30,达到控制条件，已拥有与股权相关的报酬和风险,0,0
2121,2014,宁夏旭宁新能源科技有限公司,2014.11.17,1000000,100,收购,2014.11.17,达到控制条件,0,0
2121,2014,哈密源和发电有限责任,2014.10.31,1000000,100,收购,2014.10.31,达到控制条件,0,0
2118,2014,吉林环境能源交易所有限公司,2014.1.10,16000000,83,现金购买,2014.1.10,完成合同签订及产权交割,0,-1355891.86
2117,2014,山东东港彩意网络科技有限公司,2014.12.31,6500000,65,现金支付对价,2014.12.31,控制权转让,N/A,N/A
2117,2015,北京瑞宏科技有限公司,2015.7.15,7800000,39,现金购买,2015.7.15,支付价款,228046.38,-4039195.41
2111,2015,营口新山鹰报警设备有限公司,2015.6.23,520000000.6,80,支付现金,2015.6.23,股权收购款已支付，工商变更完毕,129171538.66,56511199.78
2104,2015,深圳一卡易科技股份有限公司,2015.7.31,136980000,45.66,购买,2015.7.31,工商变更登记,16898594.55,5956998.35
2103,2015,西藏山南灵云传媒有限公司,2015.5.7,803907300,100,现金与发行股份,2015.5.7,控制权发生转移,414573184.07,57407345.14
2102,2014,能特科技有限公司,2014.12.31,1799999997.43,100,发行股份及支付现金,2014.12.31,工商变更及股份发行,0,0
2102,2014,上海梦谷企业管理咨询有限公司,2014.6.9,200000,100,现金,2014.6.9,工商变更,230806,-40501.55
2099,2014,盐城瓯华公司,2014.10.14,1891200000,100,发行股份,N/A,N/A,N/A,N/A
2097,2015,湖南华安基础工程有限公司,2015.1.31,8780000,100,购买,2015.1.31,取得控制权,37275171.05,-1588684.52
2096,2015,贵州省龙健爆爆破工程有限公司,2015.9.1,4131000,51,购买,2016.9.1,股权交割,4915481.91,773737.15
2096,2015,黔东南长胜爆破工程有限公司,2015.9.1,1980000,66,购买,2016.9.1,股权交割,2007994.7,-477961.53
2096,2014,湖南省怀化市民爆器材专营有限责任公司,2014.1.1,121330,100,购买,2014.1.1,股权交割日,800695.38,-348625.21
2096,2015,郴州市发安运输有限责任公司,2015.9.1,1442382,51,购买,2016.9.1,股权交割,485502.82,30437.71
2096,2014,安仁县民用爆破器材专营有限责任公司,2014.8.1,928400,51,购买,2014.8.1,股权交割日,2227761.33,184868.18
2092,2014,新疆富丽达,2014.12.25,1094321024.18,46,增资入股,2014.2.28,控制,N/A,N/A
2092,2015,上海森辉房地产有限公司,2015.1.6,68770000,100,股权转让,2015.11.06,签署产权交易合同,777283.2,-1738635.84
2091,2014,淮安市国贸服装有限公司,2014.9.1,3000000,50,股权转让,2014.9.1,取得实际控制权,61067.23,-111703.86
2090,2015,中电新源智能电网科技有限公司,2016.12.31,68000000,51.01,非同一控制下企业合并,2015.12.31,2015年12月实际取得控制权,N/A,N/A
2090,2015,Bul-Group ,2016.6.30,26393288.25,100,非同一控制下企业合并,2016.6.30,2016年6月取得实际控制权,4865764.41,710920.06
2090,2015,领步科技集团有限公司,2016.7.2,20000000,51,非同一控制下企业合并,2016.7.2,2015年7月实际取得控制权,21747370.36,-5326942.13
2088,2015,奇耐联合纤维（苏州）有限公司,2015.4.17,3000000,100,购买,2015.4.17,能够控制被购买方的财务、经营政策的控制权并从中获取利益,45308278.96,-3225389.11
2087,2014,新疆恺缌珈棉业有限公司,2015.1.31,18000000,100,购买,2015.1.31,支付购买款,66225940.22,10130973
2085,2014,宁波经济技术开发区达克罗涂复有限公司,2014.12.4,9600000,100,收购,2014.12.4,完成股权转及工商变更登记,6489424.9,1185698.49
2084,2015,北京爱迪生节能科技有限公司,2015.2.12,2052333.99,50,购买取得,2015.2.12,持有北京爱迪生董事会2/3的表决权,4276612.1,-3677656.15
2081,2014,天津电商,2014.7.28,49000000,100,成立合资公司,2014.7.28,工商变更登记手续,4938062.94,-2335451.76
2076,2015,富顺光电,2015.1.31,495000000,100,股权和现金,2015.1.31,控制权转移,392334143.97,63660752.76
2076,2015,深圳曼塔 ,2015.5.31,15000000,51,现金收购,2015.5.31,控制权转移,8102316.02,-6039117.54
2076,2015,宇杰包装,2015.11.30,4500000,100,现金收购,2015.11.30,控制权转移,10745058.94,1622344.1
2074,2015,国轩高科,2015.5.15,3326245605.96,99.26,发行股份购买资产,2015.5.15,《江苏东源电器集团股份有限公司发行股份购买资产并募集配套资金暨关联交易实施情况暨新增股份上市公告书》,N/A,N/A
2073,2014,抚顺伊科思新材料有限公司,2014.6.6,346500000,100,现金支付,2014.6.1,取得控制权,345815594.28,4998583.94
2071,2014,东阳长城影视传媒有限公司,2014.4.25,2291000000,100,资产置换加发行股票,2014.4.25,发行的股票在深交所登记上市完成,83290949.33,N/A
2071,2014,上海胜盟广告有限公司及北京胜盟广告有限公司,2014.6.30,126000000,100,支付现金,2014.6.30,股权转让手续已经办理完毕,42692663.18,8897723.93
2071,2014,浙江光线影视策划有限公司,2014.6.30,184000000,80,支付现金,2014.6.30,股权转让手续已经办理完毕,29018444.13,14233025.41
2070,2014,黄岩贸易,2014.8.1,557600000,100,购买,2014.8.31,合同约定,0,475.92
2069,2014,日本新中株式会社,2013.12.26,1804868.68,90,转让,2014.2.28,达成控制,123499368.22,872400.29
2069,2014,大连新中海产食品有限公司,2014.4.25,280184016.71,100,转让,2014.4.30,达成控制,104184866.42,-6165881.41
2069,2015,丰海通商株式会社,2015.1.6,8212173.2,90,现金购买,2015.1.6,达成控制,72828900.6,-1105972.05
2065,2015,深圳至高通信技术发展有限公司,2015.7.1,800000000,100,发行股份及支付现金,2015.7.1,取得控制权,480469189.35,81787100.92
2065,2014,北京威锐达测控系统有限公司,2014.7.1,583000000,100,发行股份及支付现金,2014.7.1,取得控制权,104177239.68,57558672.23
2065,2015,北京东华万兴软件有限公司,2015.6.1,153000000,51,支付现金,2015.6.1,取得控制权,8221835.62,4353374.46
2065,2015,珠海市发思特软件技术有限公司,2015.7.1,6069300,51.61,支付现金,2015.7.1,取得控制权,5199636.81,1312990.92
2063,2015,长沙远光瑞翔科技有限公司,2015.1.1,56000000,70,收购,2015.1.1,完成股权变更手续,34920293.5,9527406.21
2063,2014,北京神航星云科技有限公司,2014.8.31,10200000,51,收购,2014.8.31,股权变更,0,-539500
2055,2015,柳州方盛气系统有限公司,2015.6.30,23208600,60,现金增资,2015.7.8,已支付50%以上增资款,26226540.86,-1225033.44
2055,2015,MetaSystemS.p.A.,2015.9.30,423608862,60,现金收购,2015.9.30,办理交接手续,206238609.82,-18767898.82
2054,2015,四川中炜节能科技有限公司,2015.11.30,5000000,60,企业合并,2015.11.30,取得实际控制权,49913.21,-535726.11
2054,2014,濮阳市中炜精细化工有限公司,2014.8.31,91280000,53.92,托管增资收购,2014.8.31,取得实际控制权,66737945.54,-23070193.64
2049,2015,"西安紫光国芯半导体有限公司",2015.12.31,133020000,76,现金购买,2015.12.31,工商变更登记,N/A,N/A
2049,2014,成都国微科技有限公司,2014.9.1,80567926,100,现金购买,2014.9.1,工商变更,N/A,-1213516.07
2049,2014,北京晶智意达科技有限公司,2014.8.1,23714162.28,100,现金购买,2014.8.1,工商变更,600000,-891577.28
2048,2015,无锡安杨塑料制品有限公司,2015.7.10,15858730,66,现金,2015.6.30,支付50%权转让款,N/A,-88589.82
2048,2015,天津龙井塑料制品有限公司,2015.1.9,2250000,50,现金,2015.1.31,支付50%权转让款,6724850.1,-337621.5
2048,2015,成都井上高分子材料有限公司,2015.7.14,17391000,100,现金,2015.6.30,支付50%权转让款,34252156.5,3176013.45
2048,2015,东莞井上建上汽车部件有限公司,2015.7.15,175714000,100,现金,2015.7.15,支付50%权转让款,218355082.12,2493484.78
2048,2015,无锡井上华光部件有限公司,2015.7.10,56721270,66,现金,2015.6.30,支付50%权转让款,199712104.28,18860333.75
2048,2014,NBHX NaFaTec ,2014.10.27,927895.14,75,现金,2014310.27,完成交割,1807434.96,257878.62
2047,2015,深圳高文安设计有限公司,2015.5.21,235200000,60,现金购买,2015.5.21,工商变更,41769394.82,14535716.06
2047,2014,深圳市中建南方装饰工程有限公司,2014.10.23,206550000,51,控股合并,2014.10.23,完成工商变更登记,516511196.33,9647412.04
2044,2015,辽阳美年大健康管理有限公司,2015.10.1,35899024.39,51,购买、增资,2015.10.1,取得控制权,13970867.87,7648173.66
2044,2015,洛阳美年大健康信息咨询有限公司,2015.10.1,40339756.1,51,购买、增资,2015.10.1,取得控制权,12274701.72,5641763.68
2044,2015,江苏华康投资发展有限公司,2015.9.30,14000000,70,购买,2015.9.30,取得控制权,1734565.57,278321.49
2044,2015,深圳市鸿康杰科技有限公司,2015.8.1,294115161.6,84,购买、置换股,2015.8.1,取得控制权,41800951.91,11495050.03
2038,2015,辽宁壹加壹生物科技有限公司,2015.12.24,9000000,100,现金支付,2015.12.24,取得控制权,N/A,N/A
2037,2015,贵州久远爆破工程有限责任公司,2015.12.15,2250000,51,购买,2015.12.15,实际控制,0,0
2037,2015,六盘水久翔爆破工程有限责任公司,2015.12.15,15000000,51,购买,2015.12.15,实际控制,0,0
2037,2015,贵州久远翔物流有限公司,2015.12.15,1150000,51,购买,2015.12.15,实际控制,0,0
2035,2015,中山市华帝环境科技有限公司,2015.1.31,5139600,100,购买,2015.2.1,签订股权转让合同支付收购款,2304.98,-95.08
2031,2014,"Northeast  TireMolds,inc",2014.4.30,33079144.68,75,增资取得,2014.4.30,实际控制,9383142.56,-5555469.12
2031,2015,厦门中航秦岭宇航有限公司,2015.1.1,76560879.96,65,现金,2015.1.1,收益法,58394813.54,3758753.64
2030,2015,杭州达瑞医疗科技有限公司,2015.4.1,450000,100,现金收购,2015.4.1,实际控制被购买方,28013875.11,926605.43
2030,2015,泰州达安达瑞医学检验有限公司,2015.5.1,1287400,82,现金收购,2015.5.1,实际控制被购买方,11765960.17,-1276283.8
2029,2014,厦门嘉屹服饰有限公司,2014.11.3,75914137.62,100,收购,2014.11.3,实质控制,5458525.69,2678443.24
2023,2015,海威华芯,2015.4.30,555000000,52.91,受让股权和直接增资方式,2015.4.22,相关股权受让和增资事项已办理完成工商变更登记的最近财务报告日,0,-12549800
2022,2015,Technogenetics S.r.l,2015.12.18,129842160,100,现金购买,2015.12.18,取得控制权,N/A,N/A
2022,2015,奥特诊(青岛)生物有限公司,2015.12.18,35802620.08,100,股东出资,2015.12.18,取得控制权,N/A,N/A
2021,2014,突泉县鑫旺尾矿回收有限责任公司,2014.2.1,710000,100,货币出资,2014.2.1,财产交接手续完成,1166699,N/A
2020,2015,深圳市巨烽显示科技有限公司,2015.12.4,6930000000,90,发行股票及现金支付,2015.12.4,签署资产交割确认书,47576400,7298200
2019,2015,欧芬迈迪（北京）生物科技有限公司,2015.11.30,10000000,70,支付现金,2015.11.30,取得经营管理权,1343.05,N/A
2019,2015,沈阳澳华制药有限公司,2015.12.31,71420000,100,支付现金,2015.12.31,取得经营管理权,N/A,N/A
2019,2015,四川天联药业有限公司,2015.12.31,303000000,100,支付现金,2015.12.31,取得经营管理权,N/A,N/A
2019,2014,四川美科制药有限公司,2014.12.31,51240000,100,投入货币资金,2014.12.31,取得控制权,N/A,N/A
2019,2014,宁波倍的福药业有限公司,2014.9.30,6000000,100,投入货币资金,2014.9.30,取得控制权,3600337.63,987366.09
2019,2015,阿里宏达盛康药业有限公司,2015.3.31,13000000,100,支付现金,2015.3.31,取得经营管理权,388713328.69,87236099.86
2019,2015,沈阳志鹰药业有限公司,2015.7.31,98000000,70,支付现金,2015.7.31,取得经营管理权,33729172.18,5623285.54
2019,2015,蚌埠骄阳药业有限公司,2015.5.31,13000000,100,支付现金,2015.5.31,取得经营管理权,22436.75,-294347.87
2018,2015,DOSTYKGASTERMINALLLP,2015.6.3,223297200,40,现金支付,2015.6.1,HoldingB.V.签订《合伙人份额转让合同》，本公司以3600万美元收购DGT的40%股权，DGT原由TradeCommerceOilLLP和RopitonHoldingB.V.各持股50%，本次合并属于非同一控制下企业合并。2015年6月3日，上海天然气分别向TradeCommerceOilLLP、RopitonHoldingB.V一次支付全部股权转让价款，并于当月完成股权交割事宜，故购买日为2015年6月1日。,124918793.33,65436843.36
2016,2014,北京绿茵阁商贸有限公司,2014.8.19,51000,51,非同一控制下企业合并,2014.8.19,按股权转让合同约定,N/A,-18401.13
2011,2014,奥翔电力,2014.10.30,15000000,100,购买,2014.10.30,实际控制,1328155.33,648701.62
2011,2014,武安顶峰,2014.5.30,54377500,100,购买,2014.5.30,实际控制,26554664.08,-20873661.22
2009,2015,苏州市物资再生有限公司,2015.6.1,70000000,70,购买,2015.6.1,实际取得控制权,8558112.43,501434.09
2009,2015,安徽欧保天奇再生能源科技有限公司,2015.7,20000000,40,出资,2015.07,实际取得控制权,17961414.97,-5525799.8
2009,2015,宁波市废旧汽车回收有限公司,2015.12.1,86450000,66.5,购买,2015.12.1,实际取得控制权,9783173.57,3720569.66
2009,2014,四川天奇永大机械制造有限公司,2014.3.1,2187500,35,购买,2014.3.1,实际控制,45404787.88,1390888.39
2005,2014,蚌埠崧欣电子科技有限公司,2014.7.31,12000000,60,购买,2014.7.31,股权转让日取得公司的控制权，实际控制了被购买方的财务和经营政策，享有相应的收益并承担相应的风险,34227223.74,-1524574.08
2004,2014,山东福尔,2014.4.14,856428110.98,100,支付现金并发行股份,2014.4.14,签署交割协议,358577707.86,73180530.47
2004,2014,凯盛新材,2014.4.14,483348743.95,100,支付现金并发行股份,2014.4.14,签署交割协议,196156703.11,48495994.03
2004,2015,百盛药业,2015.1.19,2025412822.45,100,原支付现金及报告期发行股份方式分步实现,2015.1.19,获取证监会批文，交易双方签署交割协议（交割日为2015年12月31日），交易双方股权过户完成,758001963.75,217437791.13
2004,2015,莱茵医院（德国）,2015.10.31,36973957.16,100,支付现金,2015.10.31,对价支付完毕，股权过户,9688689.69,-2501755.2
2002,2015,包头市新达茂稀土有限公司,2015.4.30,50000000,80,现金购买,2015.4.30,股权转让办理完毕,319995132.93,104077733.9
1696,2015,重庆外滩摩配电子交易所有限公司,2015.10.10,24862500,51,增资,2015.10.10,股权登记,N/A,-588208.04
1696,2015,重庆外滩易商科技有限公司,2015.10.10,16486700,51,增资,2015.10.10,股权登记,64530.75,-529552.1
999,2014,吉林和善堂,2014.8.31,120000000,100,购买,2014.8.31,工商变更,39095821.56,969229.87
999,2015,浙江众益,2015.8.31,817700000,100,购买,2015.8.31,办理完成工商变更登记手续,216436648.9,29969332.93
999,2015,北京百奥特,2015.8.31,482300000,100,购买,2015.8.31,办理完成工商变更登记手续,N/A,11366708.24
999,2014,杭州老桐君,2014.11.12,99000000,100,购买,2014.11.12,工商变更,13003823.07,2601564.72
998,2015,湖南省田然农业综合开发有限公司,2015.11.30,44460000,56,购买,2015.11.30,股东大会已通过，大部分股权款已支付，股权已过户，工商已变更,20400000,8480725.54
998,2015,天津市绿丰园艺新技术开发有限公司,2015.9.30,40452800,80,购买,2015.9.30,股东大会已通过，大部分股权款已支付，股权已过户，工商已变更,13460156.2,6582153.89
998,2015,天津德瑞特种业有限公司,2015.9.30,319360026.86,80,购买,2015.9.30,股东大会已通过，大部分股权款已支付，股权已过户，工商已变更,57559441.03,27717664.27
997,2015,江苏智联公司,2015.9,38500000,50,企业合并,2015.9,控制权转移,22693802.85,6935856.06
997,2014,北京亚大公司,2014.9,157500000,75,企业合并,2014.9,控制权转移,37845092,14059688.11
990,2014,宁夏万胜生物工程有限公司,2014.12.31,15000000,100,购买,2014.12.31,完成工商变更,N/A,N/A
990,2015,安徽今上显示玻璃有限公司,2015.3.31,301500000,60,购买,2015.3.31,实际控制,282631374.99,67720909.39
989,2015,友搏药业,2015.12.30,6517807300,100,发行股份购买资产,2015.12.30,发布报告书,N/A,N/A
982,2014,卓文时尚公司,2014.10.17,550000000,100,收购,2014.10.17,实际控制,182310477.26,26117188.12
981,2014,济州悦海堂,2014.12.31,58973231.65,50,支付现金,2014.12.31,支付全部股权转让款,22823939.3,N/A
981,2014,宁波富田置业,2014.6.30,21000000,70,支付现金,2014.6.30,支付全部股权转让款,N/A,-873856.61
981,2015,上海添泰置业,2015.12.30,25000000,50,支付现金,2015.12.30,股权收购款已支付，工商变更完毕,N/A,-43.22
981,2014,余姚银亿百货,2014.5.31,2000000,20,支付现金,2014.5.31,支付全部股权转让款,N/A,-4995057.16
981,2014,宁波恒瑞置业,2014.7.1,7000000,70,支付现金,2014.7.1,支付全部股权转让款,N/A,-1495360.99
981,2014,南京润昇咨询,2014.9.30,500000,100,支付现金,2014.9.30,支付全部股权转让款,N/A,13837295.91
979,2015,卓高国际集团有限公司,2015.12.23,373644942.65,66.1,收购,2015.12.23,工商变更完成，开始实施控制,N/A,N/A
979,2015,OCEANSOUND ENTERPRISES LIMITED,2015.7.8,N/A,100,收购,2015.7.8,工商变更完成，开始实施控制,N/A,-3875.72
979,2015,耀帝贸易有限公司,2015.7.8,N/A,100,收购,2015.7.8,工商变更完成，开始实施控制,N/A,-305.79
978,2014,桂林温泉山庄旅游贸易有限公司,2014.8.31,25100000,100,收购股权,2014.8.31,根据企业会计准则相关规定，同时满足以下条件时，一般可认为实现了控制权的转移，形成购买日。有关的条件包括：企业合并合同或协议已获股东大会等内部权力机构通过；按照规定，合并事项需要经过国家有关主管部门审批的，已获得相关部门的批准；按照国家有关规定，企业购并需要经过国家有关部门批准的，取得相关批准文件是对企业合并交易或事项进行会计处理的前提之一；参与合并各方已办理了必要的财产权交接手续。,0,-279136.76
977,2015,鼎天盛华（北京）软件技术有限公司,2015.6.30,12490000,50.96,合并,2015.6.30,工商变更,0,0
975,2014,和日增矿业 ,2014.4.30,4225731.31,55,收购,2014.4.30,实际控制,N/A,-122653.99
975,2015,金源鑫泰,2015.3.31,5160854.43,100,收购,2015.3.31,实际控制被收购公司,11511112.25,3071512.04
967,2015,深圳市绿色东方环保有限公司,2015.10.22,100548976,51,非同一控制下企业合并,2015.10.22,控制权转移,204871.75,-820549.07
967,2015,宇星科技发展有限公司,2015.9.15,1700000000,100,非同一控制下企业合并,2015.9.15,控制权转移,486681446.9,47077878.26
963,2014,华东医药丽制水有限公司,2014.11.30,11550000,60,增资取得,2014.11.30,取得实际控制,45209282.97,-87098.26
963,2015,杭州培元堂诊所有限公司,2015.1.31,700000,100,收购股权,2015.1.31,取得实际控制,11264.45,1362.61
963,2015,杭州英德化工有限公司,2015.7.31,1100000,100,收购股权,2015.7.31,取得实际控制,20012.99,-17017.41
961,2015,南京溧水万宸置业投资有限公司,2015.2.28,183765668.65,100,购买,2015.2.28,取得控制权,131468054,-11435957.19
960,2015,和硕县矿产有限责任公司,2015.4.15,5805800,58.06,增资控股,2015.4.15,款项已经支付并取得控制权,282830700,-1660397.63
939,2015,金寨凯迪阳光生物能源开发有限公司,2015.6.4,200000,100,购买,2015.5.31,实际控制,N/A,N/A
939,2015,紫云凯迪阳光生物开发有限公司,2015.6.3,200000,100,购买,2015.5.31,实际控制,N/A,N/A
939,2015,霍山凯迪阳光生物能源开发有限公司,2015.6.2,200000,100,购买,2015.5.31,实际控制,N/A,N/A
939,2015,天水凯迪绿色能源开发有限公司,2015.6.18,200000,100,购买,2015.5.31,实际控制,N/A,N/A
939,2015,竹山凯迪阳光绿色能源开发有限公司,2015.6.18,200000,100,购买,2015.5.31,实际控制,N/A,N/A
939,2015,徽县凯迪阳光生物能源开发有限公司,2015.6.11,200000,100,购买,2015.5.31,实际控制,N/A,N/A
939,2015,从江凯迪阳光生物能源开发有限公司,2015.6.1,200000,100,购买,2015.5.31,实际控制,N/A,N/A
939,2015,通江凯迪阳光生物能源开发有限公司,2015.6.1,200000,100,购买,2015.5.31,实际控制,N/A,N/A
939,2015,大姚凯迪阳光生物能源开发有限公司,2015.5.6,200000,100,购买,2015.5.31,实际控制,N/A,N/A
939,2015,永顺凯迪阳光能源开发有限公司,2016.6.1,20000000,100,购买,2015.5.31,实际控制,N/A,N/A
939,2015,来凤县凯迪阳光生物能源开发有限公司,2015.6.2,10037200,100,购买,2015.5.31,实际控制,N/A,N/A
939,2015,谷城凯迪阳光能源开发有限公司,2015.6.3,10000000,100,购买,2015.5.31,实际控制,N/A,N/A
939,2015,嫩江凯迪阳光生物能源开发有限公司,2015.6.5,1200000,100,购买,2015.5.31,实际控制,N/A,N/A
939,2015,石门凯迪绿色能源开发有限公司,2015.6.6,N/A,100,购买,2015.5.31,实际控制,N/A,N/A
939,2015,四川凯迪水水电开发投资有限公司,2015.6.4,83100700,87.5,购买,2015.5.31,实际控制,822100,757500
939,2015,凯迪阳光生物能源投资有限公司,2015.6.6,2101491800,100,购买,2015.5.31,实际控制,102759300,67047200
939,2015,盐池县凯迪中盈新能源开发有限公司,2015.6.9,18359800,100,购买,2015.5.31,实际控制,19136100,-5763300
939,2015,平陆凯迪新能源开发有限公司,2015.6.1,263411900,100,购买,2015.5.31,实际控制,66083100,26543400
939,2015,望江凯迪新能源开发有限公司,2015.6.4,60026200,100,购买,2015.5.31,实际控制,0,0
939,2015,平江县凯迪绿色能源开发有限公司,2015.6.1,10005700,100,购买,2015.5.31,实际控制,0,0
939,2015,阜新市凯迪新能源开发有限公司,2015.6.15,1139500,100,购买,2015.5.31,实际控制,0,0
939,2015,金平凯迪水电开发有限公司,2015.6.4,100464500,100,购买,2015.5.31,实际控制,0,0
939,2015,沧源凯迪水电开发投资有限公司,2015.6.1,10176300,100,购买,2015.5.31,实际控制,0,0
936,2015,上海毅扬投资管理有限公司,2015.3.31,11440000,52,现金购买,2015.3.31,控制权转移,7254032.86,1225478.96
936,2015,深圳前海同威资本有限公司,2015.9.30,106000000,94.64,现金购买+现金增资,2015.9.30,控制权转移,0,-388715.07
933,2015,商丘神火明锦置业有限公司,2015.2.25,105517900,100,购买,2015.2.25,达到控制条件，已拥有与股权相关的报酬和风险,0,-6976140
926,2015,汉川龙腾置业发展有限公司,2015.12.3,10000000,100,货币资金,2015.12.3,股东名册的变更登记之日,N/A,N/A
925,2014,浙江网新智能技术有限公司,2014.1.1,31144200,91,协议转让,2014.1.1,股权变更手续,9213262.94,7052322.49
925,2014,"UNITEDME CHANICAL ANDELECTRICCOMPANY",2014.4.16,41.1,99,协议转让,2014.4.16,股权变更手续,N/A,-52401.2
925,2015,浙江海拓环境技术有限公司,2015.2.11,247000000,100,协议转让,2015.3.31,款项已支付及工商变更,178089470.98,31793463.96
925,2014,浙江网新中控信息技术有限公司,2014.1.1,70955300,75,协议转让,2014.4.1,股权变更手续,4789941.97,-1812487.2
925,2014,"MEXICO,S.A.P.I.DEC.V.INFOTECHNOLOGY",2014.10.15,11418,55,协议转让,2014.10.15,股权变更手续,83981514.45,1014626.73
919,2014,南京鼓楼医院集团石化医院,2014.12.4,136724696,87.77,非同一控制下企业合并,2014.12.31,工商变更且资产交接,0,0
918,2014,上海凯祥房地产有限公司,2014.5.30,504043584.08,100,购买,2014.5.30,取得控制权,N/A,-2457536.9
917,2015,上海久之润信息技术有限公司,2015.8.1,658896000,70,受让及增资,2015.8.31,董事会改选完成的当月,134938587.35,41946885.65
917,2015,深圳市亿科思奇广告有限公司,2015.7.1,240000000,60,受让及增资,2015.7.31,董事会改选完成的当月,264505809.35,17609159.09
917,2015,金极点科技（北京）有限公司,2015.7.1,110274400,51,受让及增资,2015.7.31,董事会改选完成的当月,7812480.11,2641610.23
917,2015,上海剑梦信息科技有限公司,2015.6.1,4500000,60,受让,2015.6.30,董事会改选完成的当月,2467267.54,66220.55
917,2015,广州翼锋信息科技有限公司,2015.5.1,167280000,51,受让及增资,2015.5.31,董事会改选完成的当月,63563024.01,-3711127.45
917,2015,深圳市九指天下科技有限公司,2015.7.1,325000000,51,受让及增资,2015.7.31,董事会改选完成的当月,12949674.15,-19057656.96
916,2014,宁夏中利腾晖新能源有限公司,2014.12.26,10000000,100,收购,2014.12.26,"取得实际控制权",N/A,N/A
916,2014,吐鲁番市中晖光伏发电有限公司,2014.12.4,5000000,100,收购,2014.12.4,取得实际控制权,1413000,850600
916,2014,国电科左后旗光伏发电有限公司,2014.9.5,67448340,84.31,收购,2014.9.5,"取得实际控制权",16687500,8787400
916,2014,吐鲁番昱泽光伏发电有限公司,2014.12.3,5000000,100,收购,2014.12.3,"取得实际控制权",N/A,-300
916,2014,吐鲁番协合太阳能发电有限责任公司,2014.12.3,5000000,100,收购,2014.12.3,取得实际控制权,N/A,300
916,2014,伊犁矽美仕新能源有限公司,2014.12.4,1000000,100,收购,2014.12.4,取得实际控制权,755500,197900
916,2014,哈密常晖光伏发电有限公司,2014.12.8,10000000,100,收购,2014.12.8,取得实际控制权,1812500,1070300
911,2015,广西环江远丰糖业有限责任公司,2015.12.11,52416649.94,75,购买,2015.12.11,股权交割日,0,0
908,2014,成都金沙医院有限公司,2014.12.31,51300000,90,购买,2014.12.31,取得实际控制权,N/A,N/A
908,2014,海南锦瑞制药有限公司,2014.8.31,125400000,57,购买,2014.8.31,取得实际控制权,23978174.92,865539.09
908,2015,大连德泽药药业有限公司,2015.2.28,477000000,53,购买,2015.2.28,工商变更并实际开始控制生产经营,247339723.07,71435731.25
906,2015,湖南中拓瑞通汽车销售服务有限公司,2015.7,4275300,65,现金,2015.7,取得实质性权利,19828922.46,246134.41
901,2015,山东九通物联网科技有限公司,2015.1.6,109890000,55,现金并收购,2015.1.6,2015年1月6日与济南永业、山东九通物联网科技有限公司签署交接协议，正式对九通公司行使控制权,52730678.8,25683067.77
900,2015,湖南现代梓华科技发展有限公司,2015.5.29,510000,51,收购,2015.6.29,完成工商变更,31798336,1914325.84
